group,sample_index,time_sec,t_value,uncorrected_p_value,cluster_id,in_significant_cluster_fwer
bci,333,0.150390625,-1.3858880591717213,0.1860407419164646,,False
bci,334,0.15234375,-1.5215290397067223,0.14892616732505257,,False
bci,335,0.154296875,-1.6765370711347578,0.11434427262470777,,False
bci,336,0.15625,-1.8432093967926348,0.08514705480160813,,False
bci,337,0.158203125,-2.011702393815566,0.06257284480444814,,False
bci,338,0.16015625,-2.170637561377509,0.046420398757443734,1.0,False
bci,339,0.162109375,-2.308351951648157,0.03564395839979524,1.0,False
bci,340,0.1640625,-2.4147285582230116,0.02897795386028665,1.0,False
bci,341,0.166015625,-2.4831608919762522,0.025333325192378436,1.0,False
bci,342,0.16796875,-2.511671313729817,0.023947435178270925,1.0,False
bci,343,0.169921875,-2.503091340941667,0.0243567129162664,1.0,False
bci,344,0.171875,-2.4639994949863513,0.026307338262746848,1.0,False
bci,345,0.173828125,-2.4029889518295944,0.029651174533525778,1.0,False
bci,346,0.17578125,-2.329109553416013,0.034239209992767014,1.0,False
bci,347,0.177734375,-2.250588749820084,0.039842919056472983,1.0,False
bci,348,0.1796875,-2.174387996001483,0.046090563265181565,1.0,False
bci,349,0.181640625,-2.106080312777711,0.05245148257636246,,False
bci,350,0.18359375,-2.05010586021509,0.05825627988688949,,False
bci,351,0.185546875,-2.0099260790696274,0.06277938573423225,,False
bci,352,0.1875,-1.9884199486866685,0.06532970856894613,,False
bci,353,0.189453125,-1.9879261165903572,0.06538936038145417,,False
bci,354,0.19140625,-2.0104117898011786,0.0627228481549225,,False
bci,355,0.193359375,-2.057655792037035,0.05744037378254316,,False
bci,356,0.1953125,-2.1311575490141896,0.05002760463522336,,False
bci,357,0.197265625,-2.23189136808524,0.041298295598241344,2.0,True
bci,358,0.19921875,-2.3602019232805325,0.032232191749776214,2.0,True
bci,359,0.201171875,-2.515303692530547,0.023776150113072554,2.0,True
bci,360,0.203125,-2.694300449975077,0.01664793172577981,2.0,True
bci,361,0.205078125,-2.8909169629992575,0.011199028175046689,2.0,True
bci,362,0.20703125,-3.0939193970383068,0.0074086744154892355,2.0,True
bci,363,0.208984375,-3.2859774995711923,0.005000626047058247,2.0,True
bci,364,0.2109375,-3.4449964934736634,0.003608705860634262,2.0,True
bci,365,0.212890625,-3.5485442143582673,0.002917932952622446,2.0,True
bci,366,0.21484375,-3.5815756149083806,0.002726772374580529,2.0,True
bci,367,0.216796875,-3.5428319505223578,0.002952329424242317,2.0,True
bci,368,0.21875,-3.4449048779628826,0.003609384383083453,2.0,True
bci,369,0.220703125,-3.308174978652847,0.004778136270392748,2.0,True
bci,370,0.22265625,-3.153382935705958,0.006560806481560398,2.0,True
bci,371,0.224609375,-2.9970644648707925,0.00902652852210256,2.0,True
bci,372,0.2265625,-2.8504009807228017,0.012156624731182543,2.0,True
bci,373,0.228515625,-2.7199542814558972,0.015812811595314915,2.0,True
bci,374,0.23046875,-2.6089268139660953,0.019744872977651786,2.0,True
bci,375,0.232421875,-2.518397720414464,0.023631174098228996,2.0,True
bci,376,0.234375,-2.448152570412861,0.027139678516095635,2.0,True
bci,377,0.236328125,-2.3970831602638834,0.02999542102779073,2.0,True
bci,378,0.23828125,-2.36330997397977,0.03203778160624147,2.0,True
bci,379,0.240234375,-2.3442327911988716,0.03324873430633264,2.0,True
bci,380,0.2421875,-2.336294873786945,0.033765203696318594,2.0,True
bci,381,0.244140625,-2.3352510894267096,0.03383367526894542,2.0,True
bci,382,0.24609375,-2.336258507666372,0.03376758709528589,2.0,True
bci,383,0.248046875,-2.334510774198855,0.03388231866657204,2.0,True
bci,384,0.25,-2.3260648277105265,0.0344419492230717,2.0,True
bci,385,0.251953125,-2.3085460038148367,0.03563057894493681,2.0,True
bci,386,0.25390625,-2.2815655927348093,0.03753674224499039,2.0,True
bci,387,0.255859375,-2.246499695024854,0.040157053031770674,2.0,True
bci,388,0.2578125,-2.2057643292330096,0.04341514217030618,2.0,True
bci,389,0.259765625,-2.161860505352039,0.04720087411084855,2.0,True
bci,390,0.26171875,-2.1169186821125683,0.05139090060766585,,False
bci,391,0.263671875,-2.0722544243429737,0.055892341345801705,,False
bci,392,0.265625,-2.028453210108626,0.060655376035653345,,False
bci,393,0.267578125,-1.9853501899576913,0.06570131875889039,,False
bci,394,0.26953125,-1.942102941353926,0.07114427986515606,,False
bci,395,0.271484375,-1.897328997927403,0.07720521210594568,,False
bci,396,0.2734375,-1.8493387199860785,0.08421237921529916,,False
bci,397,0.275390625,-1.7962213705948729,0.0926242300477224,,False
bci,398,0.27734375,-1.7359315250949032,0.10306480624023442,,False
bci,399,0.279296875,-1.6664628426277752,0.11636022612811646,,False
bci,400,0.28125,-1.586064616258208,0.13357664573579772,,False
bci,401,0.283203125,-1.4935591499391385,0.15602629660032583,,False
bci,402,0.28515625,-1.3884876878857717,0.18526402106417278,,False
bci,403,0.287109375,-1.2713103176090927,0.22297890600667686,,False
bci,404,0.2890625,-1.1434563764558927,0.27077067466914845,,False
bci,405,0.291015625,-1.0071416998024738,0.3298379758447494,,False
bci,406,0.29296875,-0.8651725976555921,0.4005697188786107,,False
bci,407,0.294921875,-0.7206920526674109,0.4821805259757733,,False
bci,408,0.296875,-0.5768275791233504,0.5726116043194613,,False
bci,409,0.298828125,-0.43669424898474496,0.6685538381248634,,False
bci,410,0.30078125,-0.30332567968791735,0.7658081219583066,,False
bci,411,0.302734375,-0.17969161999662805,0.8597995779338722,,False
bci,412,0.3046875,-0.06866672900789082,0.9461619123339366,,False
bci,413,0.306640625,0.02702114140668386,0.9787990913489357,,False
bci,414,0.30859375,0.10472471008342407,0.9179817674708711,,False
bci,415,0.310546875,0.16220527367175405,0.8733090476994334,,False
bci,416,0.3125,0.1978085878291947,0.8458505342601509,,False
bci,417,0.314453125,0.21069657031069372,0.8359595541362215,,False
bci,418,0.31640625,0.20109218707326287,0.8433278947017455,,False
bci,419,0.318359375,0.17026151559323624,0.8670796831304297,,False
bci,420,0.3203125,0.12033438036629372,0.9058153009586623,,False
bci,421,0.322265625,0.054013499125426294,0.9576372372582893,,False
bci,422,0.32421875,-0.02563860717861051,0.9798835735698954,,False
bci,423,0.326171875,-0.11548181049232459,0.9095950232254095,,False
bci,424,0.328125,-0.21247057277110737,0.8346002785493032,,False
bci,425,0.330078125,-0.31375502666194954,0.7580280757374066,,False
bci,426,0.33203125,-0.41675362569443575,0.6827613084258417,,False
bci,427,0.333984375,-0.5191927322744969,0.6112019539672093,,False
bci,428,0.3359375,-0.6191056641258744,0.5451355561494091,,False
bci,429,0.337890625,-0.7147755341111969,0.4857242280378141,,False
bci,430,0.33984375,-0.8047797058264874,0.43351819275127146,,False
bci,431,0.341796875,-0.8880102272355969,0.3885530721725833,,False
bci,432,0.34375,-0.9636076890190118,0.3505212959554732,,False
bci,433,0.345703125,-1.0310931989753833,0.31883677962003926,,False
bci,434,0.34765625,-1.0904149278029742,0.2927376220875071,,False
bci,435,0.349609375,-1.1418966250145377,0.27139840775079827,,False
bci,436,0.3515625,-1.1863537364736263,0.25393409685375,,False
bci,437,0.353515625,-1.2251123335150653,0.2394232478300293,,False
bci,438,0.35546875,-1.2599852535263634,0.22692552008550287,,False
bci,439,0.357421875,-1.293193252276825,0.21550664208765083,,False
bci,440,0.359375,-1.3273301369569324,0.20424877716162276,,False
bci,441,0.361328125,-1.365130743569317,0.19233815185816927,,False
bci,442,0.36328125,-1.4092254673514706,0.17916224505669667,,False
bci,443,0.365234375,-1.4618848315469692,0.16440622744898076,,False
bci,444,0.3671875,-1.5246802361857603,0.14814353030869581,,False
bci,445,0.369140625,-1.5980247869425335,0.13088504754969124,,False
bci,446,0.37109375,-1.681281581523878,0.11340538405117104,,False
bci,447,0.373046875,-1.7724945217138017,0.09661626139675171,,False
bci,448,0.375,-1.8684806918649854,0.08135200751876201,,False
bci,449,0.376953125,-1.9654319208954594,0.06815948946838879,,False
bci,450,0.37890625,-2.0593024881947004,0.0572638141937789,,False
bci,451,0.380859375,-2.146458235629637,0.048599914458015356,3.0,True
bci,452,0.3828125,-2.2242069757313647,0.04191069378553109,3.0,True
bci,453,0.384765625,-2.2910897686095764,0.03685319736680381,3.0,True
bci,454,0.38671875,-2.346740225784327,0.03308714419070376,3.0,True
bci,455,0.388671875,-2.3917599024624683,0.030308949130848806,3.0,True
bci,456,0.390625,-2.427334682857713,0.028271178908699898,3.0,True
bci,457,0.392578125,-2.4549978439458418,0.026777113624475046,3.0,True
bci,458,0.39453125,-2.4765307176607236,0.025666399912222925,3.0,True
bci,459,0.396484375,-2.4937336843097233,0.024810691713183744,3.0,True
bci,460,0.3984375,-2.5082714760349547,0.024108821370131397,3.0,True
bci,461,0.400390625,-2.5216445915455905,0.02347994428309605,3.0,True
bci,462,0.40234375,-2.535216702905036,0.02285774676525963,3.0,True
bci,463,0.404296875,-2.550137648494363,0.02219191246047316,3.0,True
bci,464,0.40625,-2.56721954548087,0.02145243869324925,3.0,True
bci,465,0.408203125,-2.5868825690763337,0.020630458265349906,3.0,True
bci,466,0.41015625,-2.6089943961109534,0.019742214986572627,3.0,True
bci,467,0.412109375,-2.632581770541325,0.018835242005986904,3.0,True
bci,468,0.4140625,-2.6559136072411382,0.01797762191951032,3.0,True
bci,469,0.416015625,-2.676598167747767,0.017248886210619138,3.0,True
bci,470,0.41796875,-2.6918464484285693,0.01673001589074442,3.0,True
bci,471,0.419921875,-2.698873899029331,0.01649599113850325,3.0,True
bci,472,0.421875,-2.695671578788361,0.016602238273177757,3.0,True
bci,473,0.423828125,-2.681447171709952,0.017082221588509774,3.0,True
bci,474,0.42578125,-2.6564575958375696,0.0179580821324554,3.0,True
bci,475,0.427734375,-2.62195907998885,0.01923862845112639,3.0,True
bci,476,0.4296875,-2.5799162254147316,0.020918158447465484,3.0,True
bci,477,0.431640625,-2.532576580581672,0.02297753203538788,3.0,True
bci,478,0.43359375,-2.4820271680401955,0.025389985890757007,3.0,True
bci,479,0.435546875,-2.4301270480540893,0.028116848992426818,3.0,True
bci,480,0.4375,-2.3784551319181064,0.031106176908940467,3.0,True
bci,481,0.439453125,-2.3283627340247195,0.034288834304578485,3.0,True
bci,482,0.44140625,-2.2810146079017395,0.03757664740717439,3.0,True
bci,483,0.443359375,-2.23747026089445,0.040858931710268664,3.0,True
bci,484,0.4453125,-2.198708628938702,0.04400388112179112,3.0,True
bci,485,0.447265625,-2.165694946349721,0.04685842360040885,3.0,True
bci,486,0.44921875,-2.1394544195754452,0.049248694802458574,3.0,True
bci,487,0.451171875,-2.1210502150986312,0.05099184117217706,,False
bci,488,0.453125,-2.111555635260427,0.05191320390236424,,False
bci,489,0.455078125,-2.112065644126895,0.051863324877855416,,False
bci,490,0.45703125,-2.1235353224253934,0.050753186133621245,,False
bci,491,0.458984375,-2.146720264682622,0.04857579610304289,4.0,False
bci,492,0.4609375,-2.182000705042987,0.04542772927520862,4.0,False
bci,493,0.462890625,-2.2290295616812195,0.04152538225040329,4.0,False
bci,494,0.46484375,-2.2865299423328405,0.03717898470153178,4.0,False
bci,495,0.466796875,-2.352185306105036,0.03273878405083919,4.0,False
bci,496,0.46875,-2.422187109244306,0.028557785575554627,4.0,False
bci,497,0.470703125,-2.491345880733338,0.024927819414269886,4.0,False
bci,498,0.47265625,-2.553578108683041,0.02204103943172106,4.0,False
bci,499,0.474609375,-2.602529818667086,0.01999802803798023,4.0,False
bci,500,0.4765625,-2.6326546966409317,0.018832501040136257,4.0,False
bci,501,0.478515625,-2.6401983000809004,0.018551035302181336,4.0,False
bci,502,0.48046875,-2.6237349872219795,0.019170616365467404,4.0,False
bci,503,0.482421875,-2.5842807761442197,0.020737461693154245,4.0,False
bci,504,0.484375,-2.5247997204228505,0.023333873478332743,4.0,False
bci,505,0.486328125,-2.44942331906062,0.027072021724502453,4.0,False
bci,506,0.48828125,-2.3627386365558185,0.032073435858473026,4.0,False
bci,507,0.490234375,-2.2690879034119846,0.038450239976313506,4.0,False
bci,508,0.4921875,-2.172294574498098,0.0462744022807073,4.0,False
bci,509,0.494140625,-2.0755946048486704,0.055543570753263584,,False
bci,510,0.49609375,-1.9816102773544846,0.06615664713309792,,False
bci,511,0.498046875,-1.8924312792385398,0.07789559528882918,,False
bci,512,0.5,-1.8098326030178937,0.09040058392467101,,False
bci,513,0.501953125,-1.735328632418171,0.10317422765206663,,False
bci,514,0.50390625,-1.6701630998273402,0.11561621929853792,,False
bci,515,0.505859375,-1.6154039526980433,0.12705661690379155,,False
bci,516,0.5078125,-1.5718825670715872,0.13682928389754895,,False
bci,517,0.509765625,-1.5401368230375294,0.14435469272569576,,False
bci,518,0.51171875,-1.5204435384156498,0.14919656866370223,,False
bci,519,0.513671875,-1.5126652757458288,0.15114625619672567,,False
bci,520,0.515625,-1.5161798908280297,0.15026265363736008,,False
bci,521,0.517578125,-1.5298304325578966,0.1468718726870169,,False
bci,522,0.51953125,-1.5520747662909167,0.141484671911771,,False
bci,523,0.521484375,-1.5810467955579064,0.13471986737855968,,False
bci,524,0.5234375,-1.6146014390016237,0.1272312647950943,,False
bci,525,0.525390625,-1.6504165420444283,0.11963476508544721,,False
bci,526,0.52734375,-1.6861737105892112,0.11244429667971664,,False
bci,527,0.529296875,-1.7196622516296274,0.10605346151242515,,False
bci,528,0.53125,-1.7488995647049244,0.10073568056452223,,False
bci,529,0.533203125,-1.77217225254048,0.09667151167706016,,False
bci,530,0.53515625,-1.7881257669032717,0.09396962355458416,,False
bci,531,0.537109375,-1.7959408131079369,0.09267056896021222,,False
bci,532,0.5390625,-1.795239088356364,0.09278656070212041,,False
bci,533,0.541015625,-1.786078714001404,0.0943125426185933,,False
bci,534,0.54296875,-1.7689313098116566,0.09722869293992964,,False
bci,535,0.544921875,-1.7446610074489346,0.10149181546187741,,False
bci,536,0.546875,-1.7144745218353206,0.10702223946638549,,False
bci,537,0.548828125,-1.679943884722631,0.11366942061959993,,False
bci,538,0.55078125,-1.642848087154953,0.12120665946712855,,False
bci,539,0.552734375,-1.6051992218231053,0.12929280500278173,,False
bci,540,0.5546875,-1.5692416279736818,0.1374423619988669,,False
bci,541,0.556640625,-1.53736440565909,0.14502820708867506,,False
bci,542,0.55859375,-1.5120526046453706,0.15130073234647917,,False
bci,543,0.560546875,-1.4958105706650617,0.1554444766730485,,False
bci,544,0.5625,-1.4909837499001328,0.15669407172609712,,False
bci,545,0.564453125,-1.4995930022731991,0.15447109377106774,,False
bci,546,0.56640625,-1.5231711445527703,0.14851789813239033,,False
bci,547,0.568359375,-1.5624556323394292,0.13902840091933621,,False
bci,548,0.5703125,-1.6171510630972532,0.12667711093450879,,False
bci,549,0.572265625,-1.6856207708538509,0.11255256918092597,,False
bci,550,0.57421875,-1.7646321732886245,0.09797216138095845,,False
bci,551,0.576171875,-1.8492954994099364,0.08421893788436578,,False
bci,552,0.578125,-1.933210513757295,0.07231274108135655,,False
bci,553,0.580078125,-2.009163817571585,0.06286820787115681,,False
bci,554,0.58203125,-2.0700280601777465,0.05612592539659787,,False
bci,555,0.583984375,-2.110059257058352,0.052059805292717455,,False
bci,556,0.5859375,-2.126006589646647,0.050516882281292384,,False
bci,557,0.587890625,-2.1175061494762613,0.05133398285546211,,False
bci,558,0.58984375,-2.0868574150223,0.05438221569370628,,False
bci,559,0.591796875,-2.038201914051636,0.05956427324729175,,False
bci,560,0.59375,-1.9766457838936966,0.0667654892414738,,False
bci,561,0.595703125,-1.907510726846165,0.07578754455211054,,False
bci,562,0.59765625,-1.8357400495007667,0.08629855682476525,,False
bci,563,0.599609375,-1.7657637334861191,0.0977759920789789,,False
bci,564,0.6015625,-1.7014046369149398,0.10949727135287034,,False
bci,565,0.603515625,-1.645854211003164,0.12058019766470386,,False
bci,566,0.60546875,-1.6017356081311227,0.13005941390999196,,False
bci,567,0.607421875,-1.5711179996130276,0.13700653410352207,,False
bci,568,0.609375,-1.5556224954044422,0.14064112202087536,,False
bci,569,0.611328125,-1.556360651656259,0.14046614581199338,,False
bci,570,0.61328125,-1.5738391264185683,0.1363765809491747,,False
bci,571,0.615234375,-1.6079783740576523,0.12868048849075392,,False
bci,572,0.6171875,-1.6580194624837754,0.11807345823676622,,False
bci,573,0.619140625,-1.7224590203754777,0.1055343664719078,,False
bci,574,0.62109375,-1.799050145424575,0.09215815296189533,,False
bci,575,0.623046875,-1.8847304583796212,0.0789923050377212,,False
bci,576,0.625,-1.9756147390447054,0.0668925714297525,,False
bci,577,0.626953125,-2.067324342834065,0.056410795520692315,,False
bci,578,0.62890625,-2.1551652450007417,0.047804383515172244,5.0,False
bci,579,0.630859375,-2.234483876536986,0.04109357818832825,5.0,False
bci,580,0.6328125,-2.3011763478917726,0.036142025131696454,5.0,False
bci,581,0.634765625,-2.35206686594315,0.03274632458399097,5.0,False
bci,582,0.63671875,-2.3852313693457963,0.03069769714686151,5.0,False
bci,583,0.638671875,-2.400055534604947,0.029821692337240437,5.0,False
bci,584,0.640625,-2.3972989606141515,0.029982775805522267,5.0,False
bci,585,0.642578125,-2.3788486823196324,0.03108231341942709,5.0,False
bci,586,0.64453125,-2.347498444240709,0.03303842714426644,5.0,False
bci,587,0.646484375,-2.3067082880001917,0.035757474634888146,5.0,False
bci,588,0.6484375,-2.260333550970784,0.03910352444682909,5.0,False
bci,589,0.650390625,-2.212598722860002,0.042851862488764346,5.0,False
bci,590,0.65234375,-2.1677926968514436,0.04667205084970539,5.0,False
bci,591,0.654296875,-2.1301748952944686,0.0501206056713229,,False
bci,592,0.65625,-2.1038939891112887,0.05266785200143802,,False
bci,593,0.658203125,-2.092638256070351,0.05379483089001359,,False
bci,594,0.66015625,-2.0993949302059973,0.053115687998934076,,False
bci,595,0.662109375,-2.126115872938651,0.0505064560292678,,False
bci,596,0.6640625,-2.1732743027390344,0.0461882805386658,6.0,False
bci,597,0.666015625,-2.239363833475136,0.04071079798241454,6.0,False
bci,598,0.66796875,-2.320366775600525,0.034824402614277085,6.0,False
bci,599,0.669921875,-2.409796862345144,0.029258984748137203,6.0,False
bci,600,0.671875,-2.499143601607068,0.024547259655105146,6.0,False
bci,601,0.673828125,-2.5790407247291696,0.020954586450295697,6.0,False
bci,602,0.67578125,-2.6409108410653754,0.01852465943028634,6.0,False
bci,603,0.677734375,-2.6785604564356538,0.01718125237779759,6.0,False
bci,604,0.6796875,-2.6891230831116215,0.01682156774287477,6.0,False
bci,605,0.681640625,-2.6727373046265606,0.01738270875221077,6.0,False
bci,606,0.68359375,-2.631638027937212,0.01887074772097013,6.0,False
bci,607,0.685546875,-2.568966681116773,0.021378150137346685,6.0,False
bci,608,0.6875,-2.4880671536073806,0.02508950800198285,6.0,False
bci,609,0.689453125,-2.391944313896802,0.030298036067395496,6.0,False
bci,610,0.69140625,-2.2830608635663414,0.03742864700306211,6.0,False
bci,611,0.693359375,-2.1635143192212203,0.04705289016097826,6.0,False
bci,612,0.6953125,-2.0354593500946407,0.05986940244319143,,False
bci,613,0.697265625,-1.9014096803797313,0.07663419771607674,,False
bci,614,0.69921875,-1.7644767026036265,0.09799914110545047,,False
bci,615,0.701171875,-1.6285320809411181,0.12422866154843323,,False
bci,616,0.703125,-1.498188469793392,0.1548319434604228,,False
bci,617,0.705078125,-1.3783526310858951,0.1883071837012965,,False
bci,618,0.70703125,-1.2736733780101182,0.22216227891120527,,False
bci,619,0.708984375,-1.1880653546596651,0.2532793273368557,,False
bci,620,0.7109375,-1.124273919885201,0.2785672412201093,,False
bci,621,0.712890625,-1.0837828892258274,0.2955747133829156,,False
bci,622,0.71484375,-1.0667409142746243,0.30295796091916233,,False
bci,623,0.716796875,-1.0721549328953768,0.30059787165583485,,False
bci,624,0.71875,-1.098234522940449,0.2894184639079432,,False
bci,625,0.720703125,-1.1425767773636253,0.2711245406051511,,False
bci,626,0.72265625,-1.2022617435030813,0.2478984684059537,,False
bci,627,0.724609375,-1.2739064785725998,0.2220818520182683,,False
bci,628,0.7265625,-1.3537841024866806,0.19585289990115148,,False
bci,629,0.728515625,-1.4378489313122333,0.17101180971824684,,False
bci,630,0.73046875,-1.5218336476588976,0.14885036276351565,,False
bci,631,0.732421875,-1.601379087681683,0.13013854355603335,,False
bci,632,0.734375,-1.6721729935853462,0.1152138215379636,,False
bci,633,0.736328125,-1.7302338885054016,0.1041029628418984,,False
bci,634,0.73828125,-1.7721856229606392,0.09666921887998141,,False
bci,635,0.740234375,-1.7955608540984174,0.09273335843629471,,False
bci,636,0.7421875,-1.798909999759085,0.0921811948195872,,False
bci,637,0.744140625,-1.781957528079336,0.09500627039236019,,False
bci,638,0.74609375,-1.7455423762280922,0.10133417537150137,,False
bci,639,0.748046875,-1.691446336143074,0.1114163879743008,,False
bci,640,0.75,-1.6222907628216223,0.1255663023688795,,False
bci,641,0.751953125,-1.541266898861139,0.14408091768453465,,False
bci,642,0.75390625,-1.452111749120878,0.16706611681392597,,False
bci,643,0.755859375,-1.3588432068779925,0.19427942485434713,,False
bci,644,0.7578125,-1.2657103604784998,0.22492359282312224,,False
bci,645,0.759765625,-1.176995627630198,0.2575369588642585,,False
bci,646,0.76171875,-1.0969269441077578,0.28997153467026876,,False
bci,647,0.763671875,-1.0294647439179252,0.3195762651087304,,False
bci,648,0.765625,-0.9779925510188718,0.3435886019491994,,False
bci,649,0.767578125,-0.944974048290836,0.35964617585697867,,False
bci,650,0.76953125,-0.9315767987310298,0.36630764392217774,,False
bci,651,0.771484375,-0.9375200395517366,0.3633420950933418,,False
bci,652,0.7734375,-0.9610879884758669,0.35174565202685926,,False
bci,653,0.775390625,-0.9993560412300561,0.33347176640713705,,False
bci,654,0.77734375,-1.0486198015806691,0.3109560475084719,,False
bci,655,0.779296875,-1.1049055488671722,0.28660898849748584,,False
bci,656,0.78125,-1.1642661865312776,0.2625003514197513,,False
bci,657,0.783203125,-1.2231392219580448,0.24014607855933867,,False
bci,658,0.78515625,-1.2785258957683212,0.22049274732257304,,False
bci,659,0.787109375,-1.328115389179441,0.20399546035261343,,False
bci,660,0.7890625,-1.3702011701412722,0.19078413246135947,,False
bci,661,0.791015625,-1.4036963026785898,0.18077280921920294,,False
bci,662,0.79296875,-1.4280938985857399,0.17375451138312448,,False
bci,663,0.794921875,-1.4433778622816804,0.16947323481579174,,False
bci,664,0.796875,-1.450061763861453,0.1676285498650768,,False
bci,665,0.798828125,-1.449170821633651,0.16787347650513254,,False
bci,666,0.80078125,-1.4421393545049424,0.16981688556422722,,False
bci,667,0.802734375,-1.4308853885954087,0.17296598672627547,,False
bci,668,0.8046875,-1.417683358294466,0.17672135602022832,,False
bci,669,0.806640625,-1.405056745618203,0.18037543706121725,,False
bci,670,0.80859375,-1.3956790400714982,0.18312914333708663,,False
